coreType;CPUmodel;numberCPUs;tdpCPU;usageCPUradio;usageCPU;GPUmodel;numberGPUs;tdpGPU;usageGPUradio;usageGPU;memory;runTime_hour;runTime_min;platformType;locationContinent;locationCountry;locationRegion;provider;serverContinent;server;location;carbonIntensity;PUE;PUEradio;mult_factor;mult_factor_radio;appVersion;energy_needed;carbonEmissions;runTime;power_needed;CE_CPU;CE_GPU;CE_core;CE_memory
CPU;Xeon E5-2680 v3;12;10;Yes;1;None;0;0;No;1;10;504;0;localServer;World;Any;WORLD;None;None;None;WORLD;475;1.67;Yes;1;No;v3.0;104.13685799999999;49465.007549999995;504;206.62075;47975.759999999995;0;47975.759999999995;1489.24755
